,Date,Country,Locality,Sector,Acc_level,Pot_Acc_Level,Gender,Emp_type,Risk_Type,Description,Year,Month,Day,Weekday,WeekofYear,Season,Quarter,CleanDescription,New_Description
36,2016-02-22,1,1,2,1,4,1,2,16,"During the withdrawal the Kelly bar (conductive bar of 45 Kg, 1.5 m of length and 10 cm of diameter) of the equipment of perforation on the part of two workers, one of them is positioned in the low part to tie the bar and the injured one is position in the upper part to hold the bar, when positioning the bar on the platform they lose control of the bar moving 5 cm with the 2nd finger of the right hand against the pulleys of the frame. At the time of the accident, the worker was wearing safety gloves and the drill rig was blocked.",1,2,22,2,7,3,1,"['withdrawal', 'kelly', 'bar', 'conductive', 'bar', 'length', 'diameter', 'equipment', 'perforation', 'part', 'two', 'workers', 'one', 'position', 'low', 'part', 'tie', 'bar', 'injure', 'one', 'position', 'upper', 'part', 'hold', 'bar', 'position', 'bar', 'platform', 'lose', 'control', 'bar', 'move', 'finger', 'right', 'hand', 'pulleys', 'frame', 'time', 'accident', 'worker', 'wear', 'safety', 'gloves', 'drill', 'rig', 'block']",withdrawal kelly bar conductive bar length diameter equipment perforation part two workers one position low part tie bar injure one position upper part hold bar position bar platform lose control bar move finger right hand pulleys frame time accident worker wear safety gloves drill rig block
37,2016-02-24,2,7,2,1,5,1,1,16,When starting the activity of removing a coil of electric cables in the warehouse with the help of forklift truck the operator did not notice that there was a beehive in it. Due to the movement of the coil the bees were excited. Realizing the fact the operator turned off the equipment and left the area. People passing by were stung.,1,2,24,7,7,3,1,"['start', 'activity', 'remove', 'coil', 'electric', 'cable', 'warehouse', 'help', 'forklift', 'truck', 'operator', 'notice', 'beehive', 'due', 'movement', 'coil', 'excite', 'realize', 'fact', 'operator', 'turn', 'equipment', 'leave', 'area', 'people', 'pass', 'sting']",start activity remove coil electric cable warehouse help forklift truck operator notice beehive due movement coil excite realize fact operator turn equipment leave area people pass sting
38,2016-02-24,2,7,2,1,5,0,2,16,When starting the activity of removing a coil of electric cables in the warehouse with the help of forklift truck the operator did not notice that there was a beehive in it. Due to the movement of the coil the bees were excited. Realizing the fact the operator turned off the equipment and left the area. People passing by were stung.,1,2,24,7,7,3,1,"['start', 'activity', 'remove', 'coil', 'electric', 'cable', 'warehouse', 'help', 'forklift', 'truck', 'operator', 'notice', 'beehive', 'due', 'movement', 'coil', 'excite', 'realize', 'fact', 'operator', 'turn', 'equipment', 'leave', 'area', 'people', 'pass', 'sting']",start activity remove coil electric cable warehouse help forklift truck operator notice beehive due movement coil excite realize fact operator turn equipment leave area people pass sting
39,2016-02-24,1,1,2,1,4,1,1,16,"During the pre-use inspection of the Jumbo 15 (check list) equipment, the operator of the equipment finds behind the seat a plastic bottle filled with a liquid apparently mineral water, without any label or labeling. Take the bottle and take a small sip of the liquid, expelling it immediately when noticing that it was not water, immediately proceeds to wash with enough water and is transferred to the medical center for your attention. The liquid with which it had contact is an esengrasante product of equipment and machinery of low toxicity.",1,2,24,7,7,3,1,"['pre', 'use', 'inspection', 'jumbo', 'check', 'list', 'equipment', 'operator', 'equipment', 'find', 'behind', 'seat', 'plastic', 'bottle', 'fill', 'liquid', 'apparently', 'mineral', 'water', 'without', 'label', 'label', 'take', 'bottle', 'take', 'small', 'sip', 'liquid', 'expel', 'immediately', 'notice', 'water', 'immediately', 'proceed', 'wash', 'enough', 'water', 'transfer', 'medical', 'center', 'attention', 'liquid', 'contact', 'esengrasante', 'product', 'equipment', 'machinery', 'low', 'toxicity']",pre use inspection jumbo check list equipment operator equipment find behind seat plastic bottle fill liquid apparently mineral water without label label take bottle take small sip liquid expel immediately notice water immediately proceed wash enough water transfer medical center attention liquid contact esengrasante product equipment machinery low toxicity
40,2016-02-29,2,2,2,2,4,1,1,16,"During maintenance of the Flyght pump rotor, the oil pressure of the the lubrication chamber caused the chamber cover to be projected towards the employee's face, striking him superficially on the forehead, causing injury.",1,2,29,2,8,3,1,"['maintenance', 'flyght', 'pump', 'rotor', 'oil', 'pressure', 'lubrication', 'chamber', 'cause', 'chamber', 'cover', 'project', 'towards', 'employee', 'face', 'strike', 'superficially', 'forehead', 'cause', 'injury']",maintenance flyght pump rotor oil pressure lubrication chamber cause chamber cover project towards employee face strike superficially forehead cause injury
41,2016-02-26,1,6,1,1,4,1,3,22,"Approx. at 11:22 am there is a leakage of sulfur dioxide (SO2) from section 20/30 due to water seal blowing due to overpressure of the acid plant, at that moment there were 13 collaborators of CORMEI companies, EISSA and COSAPI doing work near the impacted area; who were evacuated to the medical center for their care, then returned to their usual work.",1,2,26,1,7,3,1,"['approx', 'leakage', 'sulfur', 'dioxide', 'section', 'due', 'water', 'seal', 'blow', 'due', 'overpressure', 'acid', 'plant', 'moment', 'collaborators', 'cormei', 'company', 'eissa', 'cosapi', 'work', 'near', 'impact', 'area', 'evacuate', 'medical', 'center', 'care', 'return', 'usual', 'work']",approx leakage sulfur dioxide section due water seal blow due overpressure acid plant moment collaborators cormei company eissa cosapi work near impact area evacuate medical center care return usual work
42,2016-02-27,1,1,2,1,3,1,2,16,"While performing the cutting of the meshes protruding in the gables of the work, the assistant loader is positioned at 1.40mt. on the floor using a portable ladder which was held at the base by the master loader, at which time the loader assistant loses balance and when falling is held by the mesh with the hand hanging at 0.80mt. of the floor causing the injury.",1,2,27,3,7,3,1,"['perform', 'cut', 'mesh', 'protrude', 'gables', 'work', 'assistant', 'loader', 'position', 'floor', 'use', 'portable', 'ladder', 'hold', 'base', 'master', 'loader', 'time', 'loader', 'assistant', 'lose', 'balance', 'fall', 'hold', 'mesh', 'hand', 'hang', 'floor', 'cause', 'injury']",perform cut mesh protrude gables work assistant loader position floor use portable ladder hold base master loader time loader assistant lose balance fall hold mesh hand hang floor cause injury
43,2016-02-03,2,8,1,1,3,1,1,20,"The operator was in the center (Demag IV), performing maintenance. When transporting the hydraulic cylinder with the help of another operator the official was unbalanced coming the cylinder that carried to press his finger (Left thumb) against the pillar of support of the oven specified below (figure).",1,2,3,7,4,3,1,"['operator', 'center', 'demag', 'perform', 'maintenance', 'transport', 'hydraulic', 'cylinder', 'help', 'another', 'operator', 'official', 'unbalance', 'come', 'cylinder', 'carry', 'press', 'finger', 'leave', 'thumb', 'pillar', 'support', 'oven', 'specify', 'figure']",operator center demag perform maintenance transport hydraulic cylinder help another operator official unbalance come cylinder carry press finger leave thumb pillar support oven specify figure
44,2016-02-03,1,6,1,1,3,1,1,2,"During the start of the neutral leaching process, the employee Jhonatan proceeds to open the air valve of the tank Airlift a circumstance in which the process solution returns through the chimney, the solution coming into contact with the arm and right foot.",1,2,3,7,4,3,1,"['start', 'neutral', 'leach', 'process', 'employee', 'jhonatan', 'proceed', 'open', 'air', 'valve', 'tank', 'airlift', 'circumstance', 'process', 'solution', 'return', 'chimney', 'solution', 'come', 'contact', 'arm', 'right', 'foot']",start neutral leach process employee jhonatan proceed open air valve tank airlift circumstance process solution return chimney solution come contact arm right foot
45,2016-03-03,1,3,2,1,3,1,2,16,"At a time when two assistants were carrying a bag of cement weighing 42.5 kg to the lamp of the loader - suspended about 10 cm from the floor, the left foot of one of the assistants slid and hit the edge of the baton.",1,3,3,5,8,1,1,"['time', 'two', 'assistants', 'carry', 'bag', 'cement', 'weigh', 'lamp', 'loader', 'suspend', 'floor', 'leave', 'foot', 'one', 'assistants', 'slide', 'hit', 'edge', 'baton']",time two assistants carry bag cement weigh lamp loader suspend floor leave foot one assistants slide hit edge baton
46,2016-04-03,1,6,1,1,3,1,1,15,"The operator cleaned with spatula spear through one of the windows of the boiler, at that time by force action hit the window frame, causing injury to the little finger of the left hand, the operator had all EPP for boiler cleaning.",1,4,3,4,12,1,2,"['operator', 'clean', 'spatula', 'spear', 'one', 'windows', 'boiler', 'time', 'force', 'action', 'hit', 'window', 'frame', 'cause', 'injury', 'little', 'finger', 'leave', 'hand', 'operator', 'epp', 'boiler', 'clean']",operator clean spatula spear one windows boiler time force action hit window frame cause injury little finger leave hand operator epp boiler clean
47,2016-05-03,1,3,2,1,4,1,1,16,"The locomotive No. 15 operated by MAPERU personnel, was directed with 10 wagons loaded with ore from the OP4 to the waste bin. Next to the waste bin, the patrol car (which goes on the back of the wagons) the moment it passed over a change of track, the left rear wheel of the patrol car leaves the rail advancing the locomotive leaving the patrol car tilted more ahead. The assistant motorist who traveled alone in the patrol car remained inside the structure and suffered minor bruises.",1,5,3,6,17,1,2,"['locomotive', 'operate', 'maperu', 'personnel', 'direct', 'wagons', 'load', 'ore', 'waste', 'bin', 'next', 'waste', 'bin', 'patrol', 'car', 'back', 'wagons', 'moment', 'pass', 'change', 'track', 'leave', 'rear', 'wheel', 'patrol', 'car', 'leave', 'rail', 'advance', 'locomotive', 'leave', 'patrol', 'car', 'tilt', 'ahead', 'assistant', 'motorist', 'travel', 'alone', 'patrol', 'car', 'remain', 'inside', 'structure', 'suffer', 'minor', 'bruise']",locomotive operate maperu personnel direct wagons load ore waste bin next waste bin patrol car back wagons moment pass change track leave rear wheel patrol car leave rail advance locomotive leave patrol car tilt ahead assistant motorist travel alone patrol car remain inside structure suffer minor bruise
48,2016-06-03,1,4,2,1,3,1,1,16,"On pit 831 of level 1910 when radial drilling was performed of negative holes with the simba M4C ITH No. 5 equipment, when the assistant of the equipment operator made the change of the drill bit, the metal bar (hammer) is released from the coupling of the rotation unit and when abruptly withdrawing his hands hit the back of his right hand against the team's structure. At the time of the accident the team was Paid.",1,6,3,1,21,4,2,"['pit', 'level', 'radial', 'drill', 'perform', 'negative', 'hole', 'simba', 'ith', 'equipment', 'assistant', 'equipment', 'operator', 'make', 'change', 'drill', 'bite', 'metal', 'bar', 'hammer', 'release', 'couple', 'rotation', 'unit', 'abruptly', 'withdraw', 'hand', 'hit', 'back', 'right', 'hand', 'team', 'structure', 'time', 'accident', 'team', 'pay']",pit level radial drill perform negative hole simba ith equipment assistant equipment operator make change drill bite metal bar hammer release couple rotation unit abruptly withdraw hand hit back right hand team structure time accident team pay
49,2016-06-03,1,3,2,3,4,1,3,16,"At a time when a worker and another partner were preparing to move an oil cylinder (55 gallons) on a mobile platform mounted on rails (platform weighing approximately 200 kg) it is derailed (leaves the rail). In order to place the platform on the rail, both workers lift the platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held (metallic tube protruding from the platform). This accident caused a bruised wound on the index finger of the right hand, there was no fracture. At the time of the accident they both wore leather-type safety gloves.",1,6,3,1,21,4,2,"['time', 'worker', 'another', 'partner', 'prepare', 'move', 'oil', 'cylinder', 'gallons', 'mobile', 'platform', 'mount', 'rail', 'platform', 'weigh', 'approximately', 'derail', 'leave', 'rail', 'order', 'place', 'platform', 'rail', 'workers', 'lift', 'platform', 'instants', 'right', 'hand', 'one', 'trap', 'rail', 'platform', 'structure', 'hold', 'metallic', 'tube', 'protrude', 'platform', 'accident', 'cause', 'bruise', 'wind', 'index', 'finger', 'right', 'hand', 'fracture', 'time', 'accident', 'wear', 'leather', 'type', 'safety', 'gloves']",time worker another partner prepare move oil cylinder gallons mobile platform mount rail platform weigh approximately derail leave rail order place platform rail workers lift platform instants right hand one trap rail platform structure hold metallic tube protrude platform accident cause bruise wind index finger right hand fracture time accident wear leather type safety gloves
