Injury Level,Final Narrative
1,"Employee was moving a big blower blade by pulling on the fan belt. The machine was off and had proper lockout/tag out. He was there to diagnose a vibration problem on the HVAC. When pulling, his hand got trapped between the pulley and the belt. He dropped his hand and severed the ring, middle, and pinky fingers on his right hand. Each finger was amputated above the joint and was approximately less than 1 inch."
1,"On January 8, 2015 at 10:15pm, an employee was cleaning/unclogging an automatic in-line cement powder sampler.  He used his finger to verify there was no longer a clog and the sampler actuated amputating the tip of the third finger on the employee's left hand."
1,Employee severed finger when an industrial metal door closed on his pinky finger.
2,"An employee was setting a string of four railcars in the yard with his groundsman. The groundsman secured the ground hand brake on the first railcar and unhooked the string from the railcar.  The employee noticed a railcar starting to move as the manual ground brake on the first railcar failed.  He attempted to set the brake on the second car when the railcar wheel smashed his steel toe boot to the ground, fracturing his right foot and removing a toenail."
2,"An employee fell from an 8 foot high staging (pedestrian screen). 

Employee injured his tail bone and was hospitalized."
2,Employee cut hand on vacuum and was hospitalized.
1,An employee amputated a finger tip while using a band saw.
2,A JP Hogan employee had three fingers amputated on 1/9/2015 while working with a Husqvarna walk-behind concrete saw.
2,"Employee experienced a crushing injury to her left hand, leading to an in-patient hospitalization at Froedtert Hospital at the Medical College of Wisconsin. She reached around an interlock guard on the pin roller machine."
2,An employee fell on uneven concrete walking from the ER and broke her left wrist.
2,"Worker was installing ductwork from a 6-foot ladder, lost his balance, and fell 15-feet through the elevator shaft. He broke both arms and his nose."
2,"A propane-powered space heater was used inside the cab of an elevated crane during workplace operations. The space heater leaked, resulting in an explosion and fire. The employee who was trapped inside the cab sustained burns to the face and hands."
2,"On or about January 9, 2015, an employee incurred a puncture wound to his left hand when he was enlarging a hole in a can with a ""tapper"" hand tool.  The tapper, which he held in his right hand, went through the can into his left hand. The injury resulted in an infection, requiring hospitalization."
2,"On January 9, 2015, an employee in the bulk pasta area had the tip of his finger amputated while helping another employee replace the 200- to 250-pound mixer screw. His finger got caught between the mixer and mixer screw."
2,"On or about January 9, 2015 an employee went to warm up their vehicle and while returning into the facility, slipped on ice."
2,"On 1/9/15 at 5:45 a.m., a temporary employee of Labor Finders was operating the out feed of the gang saw and reached over to grab a board with the left arm. The employee's clothing became entangled in the rotating shaft. The employee lost the left arm and was hospitalized at Macon Medical."
2,Employee pinched the skin on her finger with a door knob.
1,"On or about January 9, 2015, an employee slipped on ice on the rig floor. He put his right hand out to break his fall. His right index finger was caught between the stump and the Kelly ripping skin off the fingertip. 
The employee was treated an his hand was wrapped in gauze and he returned to work. On or about January 19, 2015, he had surgery and the finger was amputated at the first joint."
1,"An employee's left hand was crushed on January 8, 2015, while using a punch press to assemble parts. The left pinky was amputated the following day on January 9, 2015."
