,Level,input_text_clean
1057,2,employee removing roofing material roof fell roof employee sustained two broken arm result fall roof recently sustained damage fire removed replaced roof comprised lightweight concrete tar corrugated metal
1058,2,worker engaged warehouse activity experienced respiratory distress worker hospitalized due allergic reaction buckwheat flour
1059,2,january employee truck trailer caught foot stationary air hose causing employee fall ground
1060,1,worker amputated tip right thumb using knife cut meat
1061,2,worker chipping concrete rebar big piece concrete landed right ring finger worker hospitalized laceration needing stitch
1062,2,employee working around particle board broke right ankle left foot product fell back struck employee required overnight hospitalization
1063,2,letter carrier fell icy driveway customer residence resulting broken left ankle required patient hospitalization surgical procedure
1064,2,january employee slipped ice parking lot fell employee suffered fracture pelvic area hospitalized
1065,2,employee fell unloading equipment vehicle employee went put cart upward position coming outside foot wet fell back broke hip
1066,2,employee bitten left hand handling dog hospitalized day bite became infected
1067,1,employee amputated fingertip employee cleaning tower roller located tower room accident occurred employee bone shaved approximately hospital accident occurred
1068,2,employee sustained severe hand injury cleaning saw
1069,2,employee operating meat patty machine meat department received fingertip amputation ring middle finger
1070,2,employee injury resulted overnight hospitalization employee cleaning trimming machine hood trimming machine fell impacted employee hand force impact resulted severe fracture hand required surgery
1071,2,employee slipped fell ice fracturing leg
1072,2,employee lifting tray mail load truck felt pain stomach employee went home ill later day employee went kaiser hospital roseville california admitted employee surgery double hernia
1073,2,employee twisted injured right knee exiting trailer using stair employee hospitalized surgery
